Ulysses S. Grant	7.055455049691243E-5
One Day International	7.048928165964199E-5
Mathematics	7.047377350600515E-5
United States Coast Guard	7.04610996191903E-5
Sunni Islam	7.031702277493583E-5
Columbus, Ohio	7.030166602446316E-5
University of London	7.002084767308534E-5
Doctor Who	7.00176769073388E-5
Uganda	6.997744591304222E-5
Liberal Party of Australia	6.989561336751957E-5
Louis XIV of France	6.978002001860182E-5
Persian Gulf	6.960292091711413E-5
Pope John Paul II	6.951137036815218E-5
Slate (magazine)	6.942115394736774E-5
Montenegro	6.939171878477112E-5
Oliver Cromwell	6.93895361151893E-5
Chief executive officer	6.926010497477294E-5
University College London	6.921962023306977E-5
NASCAR	6.912622830678807E-5
Malay language	6.898452970349645E-5
BBC News Online	6.892823001133816E-5
Canary Islands	6.885903444881729E-5
Hudson River	6.884826316705792E-5
Act of Parliament	6.881500396962114E-5
Master of Arts	6.876261256491474E-5
Pleistocene	6.870564673843607E-5
Paraguay	6.87036585682105E-5
Norwegian language	6.867391646923851E-5
Taylor &amp; Francis	6.860969835623519E-5
Tibet	6.849944680263318E-5
Gaul	6.835577875613084E-5
Scottish Gaelic	6.830451834661395E-5
People (magazine)	6.808981493670731E-5
Guangzhou	6.80752205215008E-5
Laos	6.806713674498537E-5
Prime Minister of Canada	6.803704112502828E-5
CBC News	6.801488097232396E-5
The Times of India	6.79930589066812E-5
Guangdong	6.795202694764992E-5
Kolkata	6.786831269911017E-5
Regions of France	6.780080795543921E-5
Crete	6.773555332611987E-5
Pacific Time Zone	6.764422875681852E-5
United States Environmental Protection Agency	6.761373525552975E-5
Johns Hopkins University	6.75649962430124E-5
Drum kit	6.755415661143495E-5
Long Island	6.74712942400578E-5
Talmud	6.743616328409483E-5
Dresden	6.737490748991712E-5
Romanticism	6.73155642185343E-5
ABC News	6.72836982506338E-5
Edo period	6.72776098053598E-5
Marxism	6.718768978847872E-5
Philip II of Spain	6.716257488005051E-5
Lower Saxony	6.715649412718656E-5
Yemen	6.708933832070723E-5
New York Stock Exchange	6.708865050995212E-5
Namibia	6.706143286946743E-5
HTML	6.706028833510811E-5
Charles Dickens	6.697558634118727E-5
St. Louis	6.684066266135366E-5
Cleveland	6.680101322192272E-5
Andes	6.670709570193731E-5
Congress of Vienna	6.661938858134847E-5
UK Albums Chart	6.651680300462865E-5
International Electrotechnical Commission	6.643071489342923E-5
Franco-Prussian War	6.642626124866419E-5
Chicago Cubs	6.641574578133231E-5
Bucharest	6.638534754044233E-5
Mao Zedong	6.631420388084312E-5
Uzbekistan	6.622620404251773E-5
Yugoslavia	6.621509549764128E-5
Brittany	6.620824350281385E-5
Union Army	6.616850131776274E-5
Dubai	6.611779941709585E-5
Ohio River	6.598402030370666E-5
Benjamin Franklin	6.598282621826995E-5
2004 Summer Olympics	6.593027750350806E-5
Northwest Territories	6.59082600853979E-5
Germanic peoples	6.58936208049435E-5
Manchester United F.C.	6.583234381698671E-5
French people	6.563376531543457E-5
Torah	6.561057691649056E-5
Indian National Congress	6.558782638176649E-5
New World	6.558346193533155E-5
Electoral College (United States)	6.52620631964763E-5
Rotterdam	6.52244677911109E-5
Taipei	6.519306061661887E-5
James Madison	6.518255535512917E-5
Ptolemy	6.517293604194586E-5
Race and ethnicity in the United States Census	6.502045592818538E-5
Kuala Lumpur	6.499728198097881E-5
Governor General of Canada	6.497574944335597E-5
Fiji	6.492315610249538E-5
Subsidiary	6.480434076475615E-5
United States Secretary of State	6.478189516098733E-5
Irish Free State	6.475678947043252E-5
Uttar Pradesh	6.47352099883525E-5
Internet Engineering Task Force	6.470319598957976E-5
African Americans	6.46748941213363E-5
Ming dynasty	6.464856118338158E-5
Unitary state	6.46223011163102E-5
Springer Science+Business Media	6.456618681613577E-5
New York Post	6.451805176986417E-5
Monaco	6.44724074471898E-5
First Nations	6.438813254138772E-5
Cretaceous	6.437733725835527E-5
Rocky Mountains	6.43600100313113E-5
North American Numbering Plan	6.424727241538295E-5
The Simpsons	6.424180150829941E-5
20th Century Fox	6.423625580358444E-5
Mandarin Chinese	6.414494456573201E-5
National League	6.410822889139977E-5
Heavy metal music	6.409377450765874E-5
Australian rules football	6.408639581254421E-5
JSTOR	6.40066793501091E-5
Hebrew Bible	6.396704801589053E-5
Gerald Ford	6.388685959648913E-5
Mecca	6.38454700139237E-5
Sheffield	6.373321859601315E-5
Roger Ebert	6.371307640828736E-5
United Kingdom general election, 2010	6.361142375624071E-5
Virgil	6.345785686320257E-5
Elsevier	6.345607175879466E-5
Gujarat	6.341371399399828E-5
UEFA Europa League	6.340022940806585E-5
West Bengal	6.33016183468199E-5
International Space Station	6.324728838230866E-5
Yorkshire	6.323791359347171E-5
Andrew Jackson	6.318667699649939E-5
Slavic languages	6.318284342860705E-5
Ancient Egypt	6.309585104966389E-5
1080i	6.305013144567925E-5
Confucianism	6.304574002590598E-5
Louvre	6.301932020777515E-5
American Association for the Advancement of Science	6.300115550039E-5
The Village Voice	6.297489808936081E-5
United States Department of Agriculture	6.29038841211683E-5
Jainism	6.286745198240172E-5
National Archives and Records Administration	6.28248304996868E-5
National Institute of Standards and Technology	6.281331244884023E-5
University of Texas at Austin	6.275490176661188E-5
Bermuda	6.264766404393055E-5
London School of Economics	6.249371993668127E-5
São Paulo (state)	6.244068734783325E-5
Chancellor of the Exchequer	6.242447028771986E-5
Crimean War	6.234505873894264E-5
United States Department of the Interior	6.230145087958041E-5
Roman Britain	6.226118906632625E-5
Scuderia Ferrari	6.225082174869961E-5
2003 invasion of Iraq	6.221515787718062E-5
Kingdom of Hungary	6.216666237780823E-5
Lahore	6.215167605355761E-5
Unincorporated area	6.201401492146579E-5
Indian Standard Time	6.200362394361083E-5
Atlantic Records	6.198771993455692E-5
Berkeley, California	6.186791176580764E-5
Angola	6.186382447458764E-5
Bonn	6.181747133320812E-5
Basque language	6.180300589542776E-5
Charleston, South Carolina	6.17000052255286E-5
Karachi	6.162823770296804E-5
Trinity College, Cambridge	6.160405451826579E-5
Newark, New Jersey	6.1596169994859E-5
Mozambique	6.15680440973063E-5
Scottish Parliament	6.152237370355626E-5
New York Daily News	6.145322210190497E-5
Baden-Württemberg	6.142526670347216E-5
GameSpot	6.136898898006155E-5
Tang dynasty	6.135219709628384E-5
Somalia	6.133206594045812E-5
Dutch East India Company	6.116493303590886E-5
Toyota	6.115190692956649E-5
Oceania	6.115099556532261E-5
Calvinism	6.0992247042996264E-5
Newcastle upon Tyne	6.098699360625862E-5
Tel Aviv	6.0903123089328575E-5
ASCII	6.085542939503374E-5
York	6.074302630932065E-5
Havana	6.072659483630086E-5
William III of England	6.0718000543302284E-5
Universal Music Group	6.0711730124385927E-5
Albany, New York	6.0664471819521665E-5
Senegal	6.061779598993848E-5
Singing	6.050578123110597E-5
New York Mets	6.0457794390917E-5
Saturday Night Live	6.040642946787679E-5
PC Magazine	6.039345362438722E-5
Velar consonant	6.039003045275048E-5
Ukrainian language	6.0374761270010864E-5
Sun Microsystems	6.0356112257566594E-5
David Cameron	6.0287166766837916E-5
The Australian	6.026013615550109E-5
Sinn Féin	6.025897944004952E-5
Prince Edward Island	6.023225834219319E-5
Western Roman Empire	6.017324206325095E-5
Queens	6.009390317475312E-5
Art Deco	6.0063319930973773E-5
Warner Bros. Records	6.004535111215142E-5
National Institutes of Health	6.001189760296304E-5
Bordeaux	5.995349853747967E-5
Eucharist	5.991071170982559E-5
BBC Sport	5.989044031265552E-5
United Kingdom general election, 1997	5.982796943796057E-5
Eton College	5.9826407439674365E-5
2000 Summer Olympics	5.981528101787363E-5
Country	5.969924849489288E-5
480i	5.9618654445575895E-5
Member of the European Parliament	5.952652809383673E-5
French Third Republic	5.948083452042337E-5
New Haven, Connecticut	5.947744931500971E-5
Greek alphabet	5.9471528726912675E-5
United States presidential election, 2008	5.9422609377990384E-5
Poles	5.939432328527666E-5
University of Virginia	5.935551492085646E-5
Luftwaffe	5.926283580938262E-5
Union (American Civil War)	5.925856461722653E-5
Spanish adjectives	5.923079012171068E-5
Romanesque architecture	5.9163326151461804E-5
Project Gutenberg	5.913025392678773E-5
List of record labels	5.906783125981037E-5
Major League Soccer	5.89623268214362E-5
Sacramento, California	5.889914149457517E-5
Gross domestic product	5.8897175097352764E-5
October Revolution	5.885616990952203E-5
Common Era	5.884911845673337E-5
Polish–Lithuanian Commonwealth	5.8831813555464193E-5
Fricative consonant	5.867681336607797E-5
Yahoo!	5.861840613865362E-5
Caribbean Sea	5.859494371839076E-5
JavaScript	5.853996484763915E-5
